Identifier,tY,tX,bK,tM,tN,time,GFLOPs,percentagePeak
Inner Product + Remainder,16,32,8,16,4,0.118150,9306.026226,65.854465
cuBLAS,16,32,16,16,4,0.093828,11718.422572,82.925883
Outer-Product + No Remainder,16,32,16,16,4,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,16,16,4,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,16,16,4,-1.0,-1.0,-1.0
cuBLAS,16,32,32,16,4,0.093781,11724.232172,82.966995
Outer-Product + No Remainder,16,32,32,16,4,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,32,16,4,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,32,16,4,-1.0,-1.0,-1.0
cuBLAS,16,32,24,16,4,0.093814,11720.089359,82.937678
Outer-Product + No Remainder,16,32,24,16,4,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,24,16,4,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,24,16,4,-1.0,-1.0,-1.0
cuBLAS,16,32,24,16,4,0.101839,10796.617073,76.402690
Outer-Product + No Remainder,16,32,24,16,4,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,24,16,4,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,24,16,4,-1.0,-1.0,-1.0
cuBLAS,16,32,8,16,8,0.094581,11625.092297,82.265428
Outer-Product + No Remainder,16,32,8,16,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,8,16,8,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,8,16,8,-1.0,-1.0,-1.0
cuBLAS,16,32,16,16,8,0.093843,11716.488588,82.912197
Outer-Product + No Remainder,16,32,16,16,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,16,16,8,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,16,16,8,-1.0,-1.0,-1.0
cuBLAS,16,32,16,16,8,0.102278,10750.214111,76.074318
Outer-Product + No Remainder,16,32,16,16,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,16,16,8,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,16,16,8,-1.0,-1.0,-1.0
cuBLAS,16,32,24,16,8,0.093794,11722.680539,82.956015
Outer-Product + No Remainder,16,32,24,16,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,24,16,8,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,24,16,8,-1.0,-1.0,-1.0
cuBLAS,16,32,24,16,8,0.101366,10846.945637,76.758842
Outer-Product + No Remainder,16,32,24,16,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,24,16,8,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,24,16,8,-1.0,-1.0,-1.0
cuBLAS,16,32,8,16,12,0.093783,11724.008033,82.965409
Outer-Product + No Remainder,16,32,8,16,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,8,16,12,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,8,16,12,-1.0,-1.0,-1.0
cuBLAS,16,32,16,16,12,0.102241,10754.080697,76.101680
Outer-Product + No Remainder,16,32,16,16,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,16,16,12,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,16,16,12,-1.0,-1.0,-1.0
cuBLAS,16,32,16,16,12,0.093910,11708.188286,82.853460
Outer-Product + No Remainder,16,32,16,16,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,16,16,12,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,16,16,12,-1.0,-1.0,-1.0
cuBLAS,16,32,16,16,12,0.101436,10839.499432,76.706149
Outer-Product + No Remainder,16,32,16,16,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,16,16,12,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,16,16,12,-1.0,-1.0,-1.0
cuBLAS,16,32,16,16,12,0.102259,10752.263376,76.088819
Outer-Product + No Remainder,16,32,16,16,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,16,32,16,16,12,-1.0,-1.0,-1.0
Inner Product + Remainder,16,32,16,16,12,-1.0,-1.0,-1.0
