Identifier,tY,tX,bK,tM,tN,time,GFLOPs,percentagePeak
Inner Product + Remainder,16,16,32,16,8,0.108642,10120.491954,51.921686
cuBLAS,16,16,24,16,8,0.131518,8360.186645,42.890700
Outer-Product + No Remainder,16,16,24,16,8,0.090749,12115.939599,62.159035
Inner Product + No Remainder,16,16,24,16,8,0.082421,13340.132728,68.439577
Inner Product + Remainder,16,16,24,16,8,0.078498,14006.951816,71.860594
cuBLAS,16,16,24,16,8,0.122303,8990.052415,46.122134
Outer-Product + No Remainder,16,16,24,16,8,0.090585,12137.887372,62.271635
Inner Product + No Remainder,16,16,24,16,8,0.097212,11310.470546,58.026695
Inner Product + Remainder,16,16,24,16,8,0.078534,14000.542678,71.827712
cuBLAS,16,16,8,16,12,0.114894,9569.782229,49.096352
Outer-Product + No Remainder,16,16,8,16,12,0.110879,9916.313215,50.874178
Inner Product + No Remainder,16,16,8,16,12,0.110273,9970.774945,51.153585
Inner Product + Remainder,16,16,8,16,12,0.118366,9289.061905,47.656158
cuBLAS,16,16,16,16,12,0.124191,8853.370830,45.420909
Outer-Product + No Remainder,16,16,16,16,12,0.098926,11114.483860,57.021215
Inner Product + No Remainder,16,16,16,16,12,0.100469,10943.825445,56.145677
Inner Product + Remainder,16,16,16,16,12,0.130910,8398.998385,43.089818
cuBLAS,16,16,16,16,12,0.117783,9335.096866,47.892333
Outer-Product + No Remainder,16,16,16,16,12,0.098466,11166.393030,57.287527
Inner Product + No Remainder,16,16,16,16,12,0.125447,8764.742911,44.966217
Inner Product + Remainder,16,16,16,16,12,0.133214,8253.746702,42.344626
cuBLAS,32,32,8,2,2,0.127641,8614.125406,44.193496
Outer-Product + No Remainder,32,32,8,2,2,0.162118,6782.189301,34.795019
Inner Product + No Remainder,32,32,8,2,2,0.130269,8440.331800,43.301873
Inner Product + Remainder,32,32,8,2,2,0.159709,6884.449742,35.319651
cuBLAS,32,32,16,2,2,0.115883,9488.110042,48.677345
Outer-Product + No Remainder,32,32,16,2,2,0.136887,8032.241737,41.208228
Inner Product + No Remainder,32,32,16,2,2,0.105896,10382.953583,53.268207
Inner Product + Remainder,32,32,16,2,2,0.125218,8780.813956,45.048667
cuBLAS,32,32,32,2,2,0.123301,8917.311639,45.748948
Outer-Product + No Remainder,32,32,32,2,2,0.129783,8471.949930,43.464085
Inner Product + No Remainder,32,32,32,2,2,0.100945,10892.213974,55.880892
Inner Product + Remainder,32,32,32,2,2,0.149115,7373.578360,37.829053
cuBLAS,32,32,64,2,2,0.116244,9458.655564,48.526233
Outer-Product + No Remainder,32,32,64,2,2,0.126392,8699.242797,44.630178
Inner Product + No Remainder,32,32,64,2,2,0.098550,11156.860624,57.238622
Inner Product + Remainder,32,32,64,2,2,0.122709,8960.341708,45.969707
cuBLAS,32,32,8,2,4,0.103183,10655.940281,54.668725
Outer-Product + No Remainder,32,32,8,2,4,0.168035,6543.337440,33.569624
Inner Product + No Remainder,32,32,8,2,4,0.135019,8143.380038,41.778406
Inner Product + Remainder,32,32,8,2,4,0.107710,10208.039168,52.370834
cuBLAS,32,32,16,2,4,0.106378,10335.873166,53.026668
Outer-Product + No Remainder,32,32,16,2,4,0.126650,8681.513889,44.539222
Inner Product + No Remainder,32,32,16,2,4,0.117696,9341.926919,47.927374
Inner Product + Remainder,32,32,16,2,4,0.091584,12005.436121,61.592114
cuBLAS,32,32,32,2,4,0.149533,7352.963528,37.723291
Outer-Product + No Remainder,32,32,32,2,4,0.118161,9305.189817,47.738899
Inner Product + No Remainder,32,32,32,2,4,0.119672,9187.717226,47.136224
Inner Product + Remainder,32,32,32,2,4,0.108922,10094.458206,51.788124
cuBLAS,32,32,24,2,4,0.107104,10265.865596,52.667504
Outer-Product + No Remainder,32,32,24,2,4,0.120053,9158.525573,46.986460
Inner Product + No Remainder,32,32,24,2,4,0.101390,10844.391710,55.635547
Inner Product + Remainder,32,32,24,2,4,0.116797,9413.908337,48.296664
cuBLAS,32,32,64,2,4,0.126767,8673.453440,44.497869
Outer-Product + No Remainder,32,32,64,2,4,0.110374,9961.660158,51.106823
Inner Product + No Remainder,32,32,64,2,4,0.096502,11393.691191,58.453647
Inner Product + Remainder,32,32,64,2,4,0.101888,10791.327389,55.363308
cuBLAS,32,32,8,2,8,0.122715,8959.878775,45.967332
Outer-Product + No Remainder,32,32,8,2,8,0.190647,5767.251231,29.588029
Inner Product + No Remainder,32,32,8,2,8,0.150153,7322.588372,37.567456
Inner Product + Remainder,32,32,8,2,8,0.164839,6670.228132,34.220618
cuBLAS,32,32,16,2,8,0.109064,10081.307782,51.720658
Outer-Product + No Remainder,32,32,16,2,8,0.174820,6289.401746,32.266845
Inner Product + No Remainder,32,32,16,2,8,0.138744,7924.725357,40.656631
Inner Product + Remainder,32,32,16,2,8,0.151060,7278.619844,37.341882
cuBLAS,32,32,32,2,8,0.115430,9525.331445,48.868303
Outer-Product + No Remainder,32,32,32,2,8,0.171882,6396.897325,32.818335
Inner Product + No Remainder,32,32,32,2,8,0.133827,8215.899292,42.150456
Inner Product + Remainder,32,32,32,2,8,0.140904,7803.279960,40.033573
cuBLAS,32,32,24,2,8,0.100588,10930.805062,56.078878
Outer-Product + No Remainder,32,32,24,2,8,0.182079,6038.639536,30.980347
Inner Product + No Remainder,32,32,24,2,8,0.143445,7665.023057,39.324267
Inner Product + Remainder,32,32,24,2,8,0.145485,7557.553704,38.772911
cuBLAS,32,32,24,2,8,0.109306,10059.013037,51.606278
Outer-Product + No Remainder,32,32,24,2,8,0.182060,6039.286851,30.983668
Inner Product + No Remainder,32,32,24,2,8,0.143464,7664.047201,39.319260
Inner Product + Remainder,32,32,24,2,8,0.145544,7554.511144,38.757302
cuBLAS,32,32,8,2,12,0.104099,10562.172139,54.187661
Outer-Product + No Remainder,32,32,8,2,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,8,2,12,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,8,2,12,-1.0,-1.0,-1.0
cuBLAS,32,32,16,2,12,0.124604,8824.040845,45.270436
Outer-Product + No Remainder,32,32,16,2,12,0.117246,9377.826795,48.111553
Inner Product + No Remainder,32,32,16,2,12,0.096409,11404.647104,58.509854
Inner Product + Remainder,32,32,16,2,12,-1.0,-1.0,-1.0
cuBLAS,32,32,16,2,12,0.114393,9611.688561,49.311346
Outer-Product + No Remainder,32,32,16,2,12,0.117958,9321.183918,47.820955
Inner Product + No Remainder,32,32,16,2,12,0.091642,11997.886070,61.553379
Inner Product + Remainder,32,32,16,2,12,-1.0,-1.0,-1.0
cuBLAS,32,32,24,2,12,0.144723,7597.368818,38.977176
Outer-Product + No Remainder,32,32,24,2,12,0.108172,10164.493550,52.147430
Inner Product + No Remainder,32,32,24,2,12,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,24,2,12,0.088740,12390.210794,63.566143
cuBLAS,32,32,24,2,12,0.120950,9090.647421,46.638221
Outer-Product + No Remainder,32,32,24,2,12,0.112071,9810.817412,50.332947
Inner Product + No Remainder,32,32,24,2,12,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,24,2,12,0.088675,12399.354104,63.613051
cuBLAS,32,32,8,4,2,0.122034,9009.913491,46.224028
Outer-Product + No Remainder,32,32,8,4,2,0.154005,7139.435476,36.627817
Inner Product + No Remainder,32,32,8,4,2,0.128135,8580.895027,44.023012
Inner Product + Remainder,32,32,8,4,2,0.163831,6711.269072,34.431173
cuBLAS,32,32,16,4,2,0.126118,8718.090483,44.726873
Outer-Product + No Remainder,32,32,16,4,2,0.123173,8926.559506,45.796393
Inner Product + No Remainder,32,32,16,4,2,0.098211,11195.456109,57.436631
Inner Product + Remainder,32,32,16,4,2,0.121907,9019.243891,46.271896
cuBLAS,32,32,32,4,2,0.113025,9728.025911,49.908197
Outer-Product + No Remainder,32,32,32,4,2,0.106914,10284.094984,52.761028
Inner Product + No Remainder,32,32,32,4,2,0.084115,13071.557382,67.061691
Inner Product + Remainder,32,32,32,4,2,0.095672,11492.546468,58.960809
cuBLAS,32,32,64,4,2,0.111865,9828.941790,50.425931
Outer-Product + No Remainder,32,32,64,4,2,0.100314,10960.670177,56.232096
Inner Product + No Remainder,32,32,64,4,2,0.078064,14084.815870,72.260064
Inner Product + Remainder,32,32,64,4,2,0.081888,13426.950096,68.884981
cuBLAS,32,32,8,4,4,0.119644,9189.892010,47.147381
Outer-Product + No Remainder,32,32,8,4,4,0.120072,9157.102744,46.979161
Inner Product + No Remainder,32,32,8,4,4,0.095073,11564.882068,59.331916
Inner Product + Remainder,32,32,8,4,4,0.112753,9751.465869,50.028453
cuBLAS,32,32,16,4,4,0.122750,8957.353820,45.954378
Outer-Product + No Remainder,32,32,16,4,4,0.101291,10854.953938,55.689735
Inner Product + No Remainder,32,32,16,4,4,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,4,4,-1.0,-1.0,-1.0
cuBLAS,32,32,32,4,4,0.112618,9763.205771,50.088682
Outer-Product + No Remainder,32,32,32,4,4,0.092044,11945.508368,61.284663
Inner Product + No Remainder,32,32,32,4,4,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,32,4,4,-1.0,-1.0,-1.0
cuBLAS,32,32,24,4,4,0.127683,8611.266668,44.178829
Outer-Product + No Remainder,32,32,24,4,4,0.098997,11106.505019,56.980281
Inner Product + No Remainder,32,32,24,4,4,0.076050,14457.689439,74.173036
Inner Product + Remainder,32,32,24,4,4,-1.0,-1.0,-1.0
cuBLAS,32,32,24,4,4,0.123837,8878.671058,45.550708
Outer-Product + No Remainder,32,32,24,4,4,0.100467,10944.017422,56.146662
Inner Product + No Remainder,32,32,24,4,4,0.076065,14454.848662,74.158462
Inner Product + Remainder,32,32,24,4,4,-1.0,-1.0,-1.0
cuBLAS,32,32,8,4,8,0.118843,9251.811365,47.465049
Outer-Product + No Remainder,32,32,8,4,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,8,4,8,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,8,4,8,-1.0,-1.0,-1.0
cuBLAS,32,32,16,4,8,0.112667,9758.907794,50.066632
Outer-Product + No Remainder,32,32,16,4,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,4,8,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,4,8,-1.0,-1.0,-1.0
cuBLAS,32,32,32,4,8,0.114836,9574.619321,49.121168
Outer-Product + No Remainder,32,32,32,4,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,32,4,8,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,32,4,8,-1.0,-1.0,-1.0
cuBLAS,32,32,24,4,8,0.118856,9250.815432,47.459940
Outer-Product + No Remainder,32,32,24,4,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,24,4,8,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,24,4,8,-1.0,-1.0,-1.0
cuBLAS,32,32,24,4,8,0.107527,10225.491833,52.460373
Outer-Product + No Remainder,32,32,24,4,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,24,4,8,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,24,4,8,-1.0,-1.0,-1.0
cuBLAS,32,32,8,4,12,0.127071,8652.721068,44.391505
Outer-Product + No Remainder,32,32,8,4,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,8,4,12,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,8,4,12,-1.0,-1.0,-1.0
cuBLAS,32,32,16,4,12,0.107944,10185.920320,52.257357
Outer-Product + No Remainder,32,32,16,4,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,4,12,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,4,12,-1.0,-1.0,-1.0
cuBLAS,32,32,16,4,12,0.111064,9899.827742,50.789601
Outer-Product + No Remainder,32,32,16,4,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,4,12,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,4,12,-1.0,-1.0,-1.0
cuBLAS,32,32,24,4,12,0.120451,9128.313143,46.831460
Outer-Product + No Remainder,32,32,24,4,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,24,4,12,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,24,4,12,-1.0,-1.0,-1.0
cuBLAS,32,32,24,4,12,0.129234,8507.912415,43.648586
Outer-Product + No Remainder,32,32,24,4,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,24,4,12,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,24,4,12,-1.0,-1.0,-1.0
cuBLAS,32,32,8,8,2,0.114499,9602.780507,49.265644
Outer-Product + No Remainder,32,32,8,8,2,0.118874,9249.378032,47.452565
Inner Product + No Remainder,32,32,8,8,2,0.101020,10884.050337,55.839010
Inner Product + Remainder,32,32,8,8,2,0.115681,9504.678901,48.762349
cuBLAS,32,32,16,8,2,0.112625,9762.603919,50.085595
Outer-Product + No Remainder,32,32,16,8,2,0.101068,10878.919373,55.812686
Inner Product + No Remainder,32,32,16,8,2,0.081667,13463.308743,69.071513
Inner Product + Remainder,32,32,16,8,2,0.092692,11861.994280,60.856206
cuBLAS,32,32,32,8,2,0.132395,8304.805773,42.606577
Outer-Product + No Remainder,32,32,32,8,2,0.093386,11773.872346,60.404110
Inner Product + No Remainder,32,32,32,8,2,0.089812,12242.359935,62.807616
Inner Product + Remainder,32,32,32,8,2,-1.0,-1.0,-1.0
cuBLAS,32,32,8,8,4,0.106952,10280.412249,52.742134
Outer-Product + No Remainder,32,32,8,8,4,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,8,8,4,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,8,8,4,-1.0,-1.0,-1.0
cuBLAS,32,32,16,8,4,0.120720,9107.983072,46.727159
Outer-Product + No Remainder,32,32,16,8,4,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,8,4,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,8,4,-1.0,-1.0,-1.0
cuBLAS,32,32,32,8,4,0.123023,8937.472446,45.852380
Outer-Product + No Remainder,32,32,32,8,4,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,32,8,4,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,32,8,4,-1.0,-1.0,-1.0
cuBLAS,32,32,24,8,4,0.115780,9496.583111,48.720814
Outer-Product + No Remainder,32,32,24,8,4,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,24,8,4,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,24,8,4,-1.0,-1.0,-1.0
cuBLAS,32,32,24,8,4,0.121074,9081.318135,46.590359
Outer-Product + No Remainder,32,32,24,8,4,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,24,8,4,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,24,8,4,-1.0,-1.0,-1.0
cuBLAS,32,32,8,8,8,0.129700,8477.328100,43.491677
Outer-Product + No Remainder,32,32,8,8,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,8,8,8,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,8,8,8,-1.0,-1.0,-1.0
cuBLAS,32,32,16,8,8,0.111726,9841.159400,50.488612
Outer-Product + No Remainder,32,32,16,8,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,8,8,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,8,8,-1.0,-1.0,-1.0
cuBLAS,32,32,16,8,8,0.113306,9703.942313,49.784640
Outer-Product + No Remainder,32,32,16,8,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,8,8,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,8,8,-1.0,-1.0,-1.0
cuBLAS,32,32,24,8,8,0.104733,10498.280538,53.859875
Outer-Product + No Remainder,32,32,24,8,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,24,8,8,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,24,8,8,-1.0,-1.0,-1.0
cuBLAS,32,32,24,8,8,0.106788,10296.234388,52.823307
Outer-Product + No Remainder,32,32,24,8,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,24,8,8,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,24,8,8,-1.0,-1.0,-1.0
cuBLAS,32,32,8,8,12,0.122418,8981.651508,46.079034
Outer-Product + No Remainder,32,32,8,8,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,8,8,12,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,8,8,12,-1.0,-1.0,-1.0
cuBLAS,32,32,16,8,12,0.129903,8464.090319,43.423763
Outer-Product + No Remainder,32,32,16,8,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,8,12,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,8,12,-1.0,-1.0,-1.0
cuBLAS,32,32,16,8,12,0.115848,9490.945636,48.691892
Outer-Product + No Remainder,32,32,16,8,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,8,12,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,8,12,-1.0,-1.0,-1.0
cuBLAS,32,32,16,8,12,0.117481,9359.090530,48.015429
Outer-Product + No Remainder,32,32,16,8,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,8,12,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,8,12,-1.0,-1.0,-1.0
cuBLAS,32,32,16,8,12,0.122538,8972.820454,46.033728
Outer-Product + No Remainder,32,32,16,8,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,8,12,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,8,12,-1.0,-1.0,-1.0
cuBLAS,32,32,8,12,2,0.130840,8403.512944,43.112980
Outer-Product + No Remainder,32,32,8,12,2,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,8,12,2,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,8,12,2,0.135113,8137.696550,41.749248
cuBLAS,32,32,16,12,2,0.119874,9172.236452,47.056802
Outer-Product + No Remainder,32,32,16,12,2,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,12,2,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,12,2,-1.0,-1.0,-1.0
cuBLAS,32,32,16,12,2,0.106019,10370.872396,53.206226
Outer-Product + No Remainder,32,32,16,12,2,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,12,2,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,12,2,-1.0,-1.0,-1.0
cuBLAS,32,32,24,12,2,0.129846,8467.799376,43.442792
Outer-Product + No Remainder,32,32,24,12,2,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,24,12,2,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,24,12,2,-1.0,-1.0,-1.0
cuBLAS,32,32,24,12,2,0.114051,9640.541239,49.459370
Outer-Product + No Remainder,32,32,24,12,2,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,24,12,2,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,24,12,2,-1.0,-1.0,-1.0
cuBLAS,32,32,8,12,4,0.112694,9756.610614,50.054847
Outer-Product + No Remainder,32,32,8,12,4,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,8,12,4,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,8,12,4,-1.0,-1.0,-1.0
cuBLAS,32,32,16,12,4,0.120718,9108.074596,46.727629
Outer-Product + No Remainder,32,32,16,12,4,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,12,4,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,12,4,-1.0,-1.0,-1.0
cuBLAS,32,32,16,12,4,0.120869,9096.719503,46.669373
Outer-Product + No Remainder,32,32,16,12,4,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,12,4,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,12,4,-1.0,-1.0,-1.0
cuBLAS,32,32,24,12,4,0.128178,8577.989881,44.008108
Outer-Product + No Remainder,32,32,24,12,4,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,24,12,4,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,24,12,4,-1.0,-1.0,-1.0
cuBLAS,32,32,24,12,4,0.109600,10032.025874,51.467824
Outer-Product + No Remainder,32,32,24,12,4,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,24,12,4,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,24,12,4,-1.0,-1.0,-1.0
cuBLAS,32,32,8,12,8,0.106585,10315.798973,52.923680
Outer-Product + No Remainder,32,32,8,12,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,8,12,8,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,8,12,8,-1.0,-1.0,-1.0
cuBLAS,32,32,16,12,8,0.158643,6930.726017,35.557064
Outer-Product + No Remainder,32,32,16,12,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,12,8,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,12,8,-1.0,-1.0,-1.0
cuBLAS,32,32,16,12,8,0.126630,8682.851866,44.546087
Outer-Product + No Remainder,32,32,16,12,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,12,8,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,12,8,-1.0,-1.0,-1.0
cuBLAS,32,32,16,12,8,0.119567,9195.787617,47.177628
Outer-Product + No Remainder,32,32,16,12,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,12,8,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,12,8,-1.0,-1.0,-1.0
cuBLAS,32,32,16,12,8,0.117808,9333.091563,47.882045
Outer-Product + No Remainder,32,32,16,12,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,12,8,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,12,8,-1.0,-1.0,-1.0
cuBLAS,32,32,8,12,12,0.131631,8352.962838,42.853640
Outer-Product + No Remainder,32,32,8,12,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,8,12,12,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,8,12,12,-1.0,-1.0,-1.0
cuBLAS,32,32,16,12,12,0.119253,9219.964928,47.301666
Outer-Product + No Remainder,32,32,16,12,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,12,12,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,12,12,-1.0,-1.0,-1.0
cuBLAS,32,32,16,12,12,0.123064,8934.453815,45.836893
Outer-Product + No Remainder,32,32,16,12,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,12,12,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,12,12,-1.0,-1.0,-1.0
cuBLAS,32,32,16,12,12,0.114531,9600.127105,49.252032
Outer-Product + No Remainder,32,32,16,12,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,12,12,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,12,12,-1.0,-1.0,-1.0
cuBLAS,32,32,16,12,12,0.135889,8091.235038,41.510884
Outer-Product + No Remainder,32,32,16,12,12,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,12,12,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,12,12,-1.0,-1.0,-1.0
cuBLAS,32,32,8,16,2,0.108888,10097.617632,51.804333
Outer-Product + No Remainder,32,32,8,16,2,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,8,16,2,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,8,16,2,-1.0,-1.0,-1.0
cuBLAS,32,32,16,16,2,0.118768,9257.604734,47.494771
Outer-Product + No Remainder,32,32,16,16,2,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,16,2,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,16,2,-1.0,-1.0,-1.0
cuBLAS,32,32,16,16,2,0.129199,8510.206393,43.660355
Outer-Product + No Remainder,32,32,16,16,2,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,16,2,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,16,2,-1.0,-1.0,-1.0
cuBLAS,32,32,16,16,2,0.113843,9658.131352,49.549614
Outer-Product + No Remainder,32,32,16,16,2,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,16,2,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,16,2,-1.0,-1.0,-1.0
cuBLAS,32,32,16,16,2,0.139848,7862.212476,40.335918
Outer-Product + No Remainder,32,32,16,16,2,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,16,2,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,16,2,-1.0,-1.0,-1.0
cuBLAS,32,32,8,16,4,0.144339,7617.548860,39.080707
Outer-Product + No Remainder,32,32,8,16,4,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,8,16,4,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,8,16,4,-1.0,-1.0,-1.0
cuBLAS,32,32,16,16,4,0.121293,9064.953775,46.506404
Outer-Product + No Remainder,32,32,16,16,4,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,16,4,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,16,4,-1.0,-1.0,-1.0
cuBLAS,32,32,16,16,4,0.124169,8854.931513,45.428916
Outer-Product + No Remainder,32,32,16,16,4,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,16,4,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,16,4,-1.0,-1.0,-1.0
cuBLAS,32,32,16,16,4,0.108128,10168.656889,52.168789
Outer-Product + No Remainder,32,32,16,16,4,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,16,4,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,16,4,-1.0,-1.0,-1.0
cuBLAS,32,32,16,16,4,0.132315,8309.812761,42.632265
Outer-Product + No Remainder,32,32,16,16,4,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,16,4,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,16,4,-1.0,-1.0,-1.0
cuBLAS,32,32,8,16,8,0.115454,9523.391476,48.858351
Outer-Product + No Remainder,32,32,8,16,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,8,16,8,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,8,16,8,-1.0,-1.0,-1.0
cuBLAS,32,32,16,16,8,0.120842,9098.743418,46.679757
Outer-Product + No Remainder,32,32,16,16,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,16,8,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,16,8,-1.0,-1.0,-1.0
cuBLAS,32,32,16,16,8,0.119589,9194.075153,47.168842
Outer-Product + No Remainder,32,32,16,16,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,16,8,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,16,8,-1.0,-1.0,-1.0
cuBLAS,32,32,16,16,8,0.118415,9285.261499,47.636660
Outer-Product + No Remainder,32,32,16,16,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,16,8,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,16,8,-1.0,-1.0,-1.0
cuBLAS,32,32,16,16,8,0.129039,8520.773839,43.714569
Outer-Product + No Remainder,32,32,16,16,8,-1.0,-1.0,-1.0
Inner Product + No Remainder,32,32,16,16,8,-1.0,-1.0,-1.0
Inner Product + Remainder,32,32,16,16,8,-1.0,-1.0,-1.0
